Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"EGBN","EAGLE BANCORP INC","Financials","Aktien","250.749,00","0,01","250.749,00","9.990,00","25,10","Vereinigte Staaten","NASDAQ","USD"
"4047","KANTO DENKA KOGYO LTD","Materialien","Aktien","250.161,20","0,01","250.161,20","33.200,00","7,53","Japan","Tokyo Stock Exchange","JPY"
"SEM","SEMAPA SGPS SA","Materialien","Aktien","250.165,87","0,01","250.165,87","16.516,00","15,15","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"DENN","DENNYS CORP","Zyklische Konsumgüter ","Aktien","249.792,43","0,01","249.792,43","22.283,00","11,21","Vereinigte Staaten","NASDAQ","USD"
"OPCE","OPC ENERGY LTD","Versorger","Aktien","249.173,21","0,01","249.173,21","35.189,00","7,08","Israel","Tel Aviv Stock Exchange","ILS"
"CNDT","CONDUENT INC","Industrie","Aktien","248.581,71","0,01","248.581,71","70.821,00","3,51","Vereinigte Staaten","NASDAQ","USD"
"ROSE","ZUR ROSE GROUP AG","Nichtzyklische Konsumgüter","Aktien","248.589,49","0,01","248.589,49","5.682,00","43,75","Schweiz","SIX Swiss Exchange","CHF"
"CAS","CASCADES INC","Materialien","Aktien","248.279,94","0,01","248.279,94","30.502,00","8,14","Kanada","Toronto Stock Exchange","CAD"
"8358","SURUGA BANK LTD","Financials","Aktien","247.628,98","0,01","247.628,98","65.600,00","3,77","Japan","Tokyo Stock Exchange","JPY"
"CFFN","CAPITOL FEDERAL FINANCIAL INC","Financials","Aktien","247.535,00","0,01","247.535,00","39.925,00","6,20","Vereinigte Staaten","NASDAQ","USD"
"SYR","SYRAH RESOURCES LTD","Materialien","Aktien","246.256,06","0,01","246.256,06","322.628,00","0,76","Australien","Asx - All Markets","AUD"
"CEC","CECONOMY AG","Zyklische Konsumgüter ","Aktien","245.532,21","0,01","245.532,21","80.639,00","3,04","Deutschland","Xetra","EUR"
"KLR","KELLER GROUP PLC","Industrie","Aktien","244.494,20","0,01","244.494,20","29.120,00","8,40","Vereinigtes Königreich","London Stock Exchange","GBP"
"OSW","ONESPAWORLD HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","244.068,00","0,01","244.068,00","20.339,00","12,00","Vereinigte Staaten","NASDAQ","USD"
"MDM","MAISONS DU MONDE SA","Zyklische Konsumgüter ","Aktien","244.117,25","0,01","244.117,25","23.154,00","10,54","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"1890","TOYO CONSTRUCTION LTD","Industrie","Aktien","243.669,81","0,01","243.669,81","34.100,00","7,15","Japan","Tokyo Stock Exchange","JPY"
"8600","TOMONY HOLDINGS INC","Financials","Aktien","243.504,57","0,01","243.504,57","90.100,00","2,70","Japan","Tokyo Stock Exchange","JPY"
"DHG","DOMAIN HOLDINGS AUSTRALIA LTD","Kommunikation","Aktien","242.978,22","0,01","242.978,22","110.413,00","2,20","Australien","Asx - All Markets","AUD"
"AX1","ACCENT GROUP LTD","Zyklische Konsumgüter ","Aktien","242.511,49","0,01","242.511,49","144.476,00","1,68","Australien","Asx - All Markets","AUD"
"FLGT","FULGENT GENETICS INC","Gesundheitsversorgung","Aktien","242.385,29","0,01","242.385,29","8.197,00","29,57","Vereinigte Staaten","NASDAQ","USD"
"THRL","TARGET HEALTHCARE REIT PLC","Immobilien","Aktien","241.989,80","0,01","241.989,80","249.390,00","0,97","Vereinigtes Königreich","London Stock Exchange","GBP"
"MTL","MULLEN GROUP LTD","Industrie","Aktien","241.423,84","0,01","241.423,84","21.815,00","11,07","Kanada","Toronto Stock Exchange","CAD"
"4985","EARTH CORP","Nichtzyklische Konsumgüter","Aktien","241.141,26","0,01","241.141,26","6.600,00","36,54","Japan","Tokyo Stock Exchange","JPY"
"TTEC","TTEC HOLDINGS INC","Industrie","Aktien","240.874,90","0,01","240.874,90","7.070,00","34,07","Vereinigte Staaten","NASDAQ","USD"
"7250","PACIFIC INDUSTRIAL LTD","Zyklische Konsumgüter ","Aktien","240.120,44","0,01","240.120,44","26.800,00","8,96","Japan","Tokyo Stock Exchange","JPY"
"HZO","MARINEMAX INC","Zyklische Konsumgüter ","Aktien","240.123,52","0,01","240.123,52","8.246,00","29,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PRSR","THE PRS REIT PLC","Immobilien","Aktien","239.007,50","0,01","239.007,50","220.599,00","1,08","Vereinigtes Königreich","London Stock Exchange","GBP"
"6741","NIPPON SIGNAL LTD","IT","Aktien","239.017,37","0,01","239.017,37","29.400,00","8,13","Japan","Tokyo Stock Exchange","JPY"
"7148","FINANCIAL PRODUCTS GROUP LTD","Financials","Aktien","238.530,46","0,01","238.530,46","29.500,00","8,09","Japan","Tokyo Stock Exchange","JPY"
"EE","EXCELERATE ENERGY INC CLASS A","Energie","Aktien","238.671,50","0,01","238.671,50","11.101,00","21,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WABC","WESTAMERICA BANCORPORATION","Financials","Aktien","238.239,31","0,01","238.239,31","5.881,00","40,51","Vereinigte Staaten","NASDAQ","USD"
"KELYA","KELLY SERVICES INC CLASS A","Industrie","Aktien","238.470,12","0,01","238.470,12","14.532,00","16,41","Vereinigte Staaten","NASDAQ","USD"
"AMK","ASSETMARK FINANCIAL HOLDINGS INC","Financials","Aktien","238.199,52","0,01","238.199,52","7.764,00","30,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SYNT","SYNTHOMER PLC","Materialien","Aktien","238.206,88","0,01","238.206,88","158.461,00","1,50","Vereinigtes Königreich","London Stock Exchange","GBP"
"RKLB","ROCKET LAB USA INC","Industrie","Aktien","237.207,04","0,01","237.207,04","60.512,00","3,92","Vereinigte Staaten","NASDAQ","USD"
"CKN","CLARKSON PLC","Industrie","Aktien","237.212,22","0,01","237.212,22","6.088,00","38,96","Vereinigtes Königreich","London Stock Exchange","GBP"
"SIQ","SMARTGROUP CORPORATION LTD","Industrie","Aktien","237.015,91","0,01","237.015,91","53.371,00","4,44","Australien","Asx - All Markets","AUD"
"ANTIN","ANTIN INFRASTRUCTURE PARTNERS","Financials","Aktien","236.679,49","0,01","236.679,49","14.012,00","16,89","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"2317","SYSTENA CORP","IT","Aktien","236.066,54","0,01","236.066,54","114.800,00","2,06","Japan","Tokyo Stock Exchange","JPY"
"NLFSK","NILFISK HOLDING","Industrie","Aktien","236.095,69","0,01","236.095,69","11.517,00","20,50","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"REVG","REV GROUP INC","Industrie","Aktien","235.662,99","0,01","235.662,99","21.963,00","10,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"3101","TOYOBO LTD","Materialien","Aktien","235.906,44","0,01","235.906,44","31.400,00","7,51","Japan","Tokyo Stock Exchange","JPY"
"PSG","PROSEGUR COMPANIA DE SEGURIDAD SA","Industrie","Aktien","235.632,31","0,01","235.632,31","122.523,00","1,92","Spanien","Bolsa De Madrid","EUR"
"8439","TOKYO CENTURY CORP","Financials","Aktien","235.633,24","0,01","235.633,24","6.900,00","34,15","Japan","Tokyo Stock Exchange","JPY"
"MGDL","MIGDAL INSURANCE & FINANCIAL HOL","Financials","Aktien","235.224,95","0,01","235.224,95","219.893,00","1,07","Israel","Tel Aviv Stock Exchange","ILS"
"SVM","SILVERCORP METALS INC","Materialien","Aktien","234.820,14","0,01","234.820,14","64.211,00","3,66","Kanada","Toronto Stock Exchange","CAD"
"AMSWA","AMERICAN SOFTWARE INC CLASS A","IT","Aktien","234.955,32","0,01","234.955,32","19.678,00","11,94","Vereinigte Staaten","NASDAQ","USD"
"4633","SAKATA INX CORP","Materialien","Aktien","234.315,72","0,01","234.315,72","28.900,00","8,11","Japan","Tokyo Stock Exchange","JPY"
"TPIC","TPI COMPOSITES INC","Industrie","Aktien","234.407,40","0,01","234.407,40","18.965,00","12,36","Vereinigte Staaten","NASDAQ","USD"
"ATEX","ANTERIX INC","Kommunikation","Aktien","234.007,80","0,01","234.007,80","7.410,00","31,58","Vereinigte Staaten","NASDAQ","USD"
"8544","KEIYO BANK LTD","Financials","Aktien","233.195,02","0,01","233.195,02","56.500,00","4,13","Japan","Tokyo Stock Exchange","JPY"
"EOLS","EVOLUS INC","Gesundheitsversorgung","Aktien","233.235,64","0,01","233.235,64","26.686,00","8,74","Vereinigte Staaten","NASDAQ","USD"
"CORE B","COREM PROPERTY GROUP CLASS B","Immobilien","Aktien","232.982,98","0,01","232.982,98","294.306,00","0,79","Schweden","Nasdaq Omx Nordic","SEK"
"VERV","VERVE THERAPEUTICS INC","Gesundheitsversorgung","Aktien","233.024,04","0,01","233.024,04","14.628,00","15,93","Vereinigte Staaten","NASDAQ","USD"
"PTNR","PARTNER COMMUNICATIONS LTD","Kommunikation","Aktien","232.012,97","0,01","232.012,97","47.829,00","4,85","Israel","Tel Aviv Stock Exchange","ILS"
"CVNA","CARVANA CLASS A","Zyklische Konsumgüter ","Aktien","231.858,46","0,01","231.858,46","33.409,00","6,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HCKT","HACKETT GROUP INC","IT","Aktien","231.424,64","0,01","231.424,64","12.469,00","18,56","Vereinigte Staaten","NASDAQ","USD"
"EDIT","EDITAS MEDICINE INC","Gesundheitsversorgung","Aktien","231.540,00","0,01","231.540,00","28.375,00","8,16","Vereinigte Staaten","NASDAQ","USD"
"HSC","HARSCO CORP","Industrie","Aktien","230.625,90","0,01","230.625,90","33.570,00","6,87","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TSVT","2SEVENTY BIO INC","Gesundheitsversorgung","Aktien","230.313,18","0,01","230.313,18","24.218,00","9,51","Vereinigte Staaten","NASDAQ","USD"
"CRI","CHARGEURS SA","Industrie","Aktien","230.363,11","0,01","230.363,11","14.023,00","16,43","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TPB","TURNING POINT BRANDS INC","Nichtzyklische Konsumgüter","Aktien","230.215,83","0,01","230.215,83","9.677,00","23,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MITK","MITEK SYSTEMS INC","IT","Aktien","229.685,28","0,01","229.685,28","25.464,00","9,02","Vereinigte Staaten","NASDAQ","USD"
"GURN","GURIT HOLDING AG","Materialien","Aktien","229.792,71","0,01","229.792,71","2.270,00","101,23","Schweiz","SIX Swiss Exchange","CHF"
"HRTX","HERON THERAPEUTICS INC","Gesundheitsversorgung","Aktien","229.896,49","0,01","229.896,49","96.191,00","2,39","Vereinigte Staaten","NASDAQ","USD"
"8273","IZUMI LTD","Zyklische Konsumgüter ","Aktien","229.589,10","0,01","229.589,10","9.800,00","23,43","Japan","Tokyo Stock Exchange","JPY"
"KAMBI","KAMBI GROUP PLC","Zyklische Konsumgüter ","Aktien","229.346,24","0,01","229.346,24","13.701,00","16,74","Schweden","Nasdaq Omx Nordic","SEK"
"TTK","TAKKT AG","Industrie","Aktien","228.316,43","0,01","228.316,43","14.243,00","16,03","Deutschland","Xetra","EUR"
"DANE","DANEL ADIR YEHOSHUA LTD","Industrie","Aktien","228.494,55","0,01","228.494,55","3.145,00","72,65","Israel","Tel Aviv Stock Exchange","ILS"
"4423","ARTERIA NETWORKS CORP","Kommunikation","Aktien","228.179,05","0,01","228.179,05","23.900,00","9,55","Japan","Tokyo Stock Exchange","JPY"
"BAMNB","BAM GROEP KONINKLIJKE NV","Industrie","Aktien","228.219,87","0,01","228.219,87","104.194,00","2,19","Niederlande","Euronext Amsterdam","EUR"
"MCR","MINCOR RESOURCES","Materialien","Aktien","228.227,72","0,01","228.227,72","246.682,00","0,93","Australien","Asx - All Markets","AUD"
"MAB","MITCHELLS & BUTLERS PLC","Zyklische Konsumgüter ","Aktien","227.440,57","0,01","227.440,57","103.343,00","2,20","Vereinigtes Königreich","London Stock Exchange","GBP"
"BLUE","BLUEBIRD BIO INC","Gesundheitsversorgung","Aktien","227.230,95","0,01","227.230,95","52.237,00","4,35","Vereinigte Staaten","NASDAQ","USD"
"CLI","CLS HOLDINGS PLC","Immobilien","Aktien","226.904,38","0,01","226.904,38","133.132,00","1,70","Vereinigtes Königreich","London Stock Exchange","GBP"
"LPSN","LIVEPERSON INC","IT","Aktien","226.953,34","0,01","226.953,34","49.018,00","4,63","Vereinigte Staaten","NASDAQ","USD"
"CLA B","CLOETTA","Nichtzyklische Konsumgüter","Aktien","227.069,09","0,01","227.069,09","107.332,00","2,12","Schweden","Nasdaq Omx Nordic","SEK"
"-","SCILEX HOLDING CORP","Gesundheitsversorgung","Aktien","226.727,84","0,01","226.727,84","31.316,00","7,24","Vereinigte Staaten","NASDAQ","USD"
"PNE3","PNE AG","Industrie","Aktien","226.276,50","0,01","226.276,50","13.830,00","16,36","Deutschland","Xetra","EUR"
"2157","KOSHIDAKA HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","225.752,58","0,01","225.752,58","26.800,00","8,42","Japan","Tokyo Stock Exchange","JPY"
"8074","YUASA TRADING LTD","Industrie","Aktien","225.410,35","0,01","225.410,35","7.800,00","28,90","Japan","Tokyo Stock Exchange","JPY"
"BHLB","BERKSHIRE HILLS BANCORP INC","Financials","Aktien","225.504,54","0,01","225.504,54","10.602,00","21,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CCCS","CCC INTELLIGENT SOLUTIONS HOLDINGS","IT","Aktien","225.289,40","0,01","225.289,40","25.955,00","8,68","Vereinigte Staaten","NASDAQ","USD"
"PAT","PATRIZIA","Immobilien","Aktien","224.865,90","0,01","224.865,90","20.912,00","10,75","Deutschland","Xetra","EUR"
"4521","KAKEN PHARMACEUTICAL LTD","Gesundheitsversorgung","Aktien","224.925,64","0,01","224.925,64","8.200,00","27,43","Japan","Tokyo Stock Exchange","JPY"
"PGS","PGS","Energie","Aktien","225.010,05","0,01","225.010,05","313.720,00","0,72","Norwegen","Oslo Bors Asa","NOK"
"MRSN","MERSANA THERAPEUTICS INC","Gesundheitsversorgung","Aktien","224.645,82","0,01","224.645,82","51.289,00","4,38","Vereinigte Staaten","NASDAQ","USD"
"DM","DESKTOP METAL INC CLASS A","Industrie","Aktien","224.730,00","0,01","224.730,00","102.150,00","2,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BW","BABCOCK & WILCOX ENTERPRISES INC","Industrie","Aktien","223.994,64","0,01","223.994,64","36.012,00","6,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CGO","COGECO INC","Kommunikation","Aktien","224.080,88","0,01","224.080,88","5.270,00","42,52","Kanada","Toronto Stock Exchange","CAD"
"CHUY","CHUYS HOLDINGS INC","Zyklische Konsumgüter ","Aktien","223.859,84","0,01","223.859,84","6.418,00","34,88","Vereinigte Staaten","NASDAQ","USD"
"PETS","PETMED EXPRESS INC","Zyklische Konsumgüter ","Aktien","223.372,21","0,01","223.372,21","14.533,00","15,37","Vereinigte Staaten","NASDAQ","USD"
"NSTG","NANOSTRING TECHNOLOGIES INC","Gesundheitsversorgung","Aktien","221.744,60","0,01","221.744,60","22.627,00","9,80","Vereinigte Staaten","NASDAQ","USD"
"MTU","MANITOU BF SA","Industrie","Aktien","221.700,86","0,01","221.700,86","8.965,00","24,73","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"GTE","GRAN TIERRA ENERGY INC","Energie","Aktien","221.217,65","0,01","221.217,65","276.039,00","0,80","Vereinigte Staaten","Nyse Mkt Llc","USD"
"HSN","HANSEN TECHNOLOGIES LTD","IT","Aktien","221.255,46","0,01","221.255,46","74.236,00","2,98","Australien","Asx - All Markets","AUD"
"3880","DAIO PAPER CORP","Materialien","Aktien","221.349,10","0,01","221.349,10","27.400,00","8,08","Japan","Tokyo Stock Exchange","JPY"
"CEVI","CELLAVISION","Gesundheitsversorgung","Aktien","221.367,81","0,01","221.367,81","12.975,00","17,06","Schweden","Nasdaq Omx Nordic","SEK"
"1407","WEST HOLDINGS CORP","Versorger","Aktien","220.607,35","0,01","220.607,35","9.300,00","23,72","Japan","Tokyo Stock Exchange","JPY"
"CKF","COLLINS FOODS LTD","Zyklische Konsumgüter ","Aktien","220.201,99","0,01","220.201,99","38.566,00","5,71","Australien","Asx - All Markets","AUD"
"8098","INABATA LTD","Industrie","Aktien","219.148,83","0,01","219.148,83","10.800,00","20,29","Japan","Tokyo Stock Exchange","JPY"
"7412","ATOM CORP","Zyklische Konsumgüter ","Aktien","219.093,01","0,01","219.093,01","35.600,00","6,15","Japan","Tokyo Stock Exchange","JPY"
"2337","ICHIGO INC","Immobilien","Aktien","218.741,97","0,01","218.741,97","115.000,00","1,90","Japan","Tokyo Stock Exchange","JPY"
"1137","HONG KONG TECHNOLOGY VENTURE LTD","Nichtzyklische Konsumgüter","Aktien","218.555,65","0,01","218.555,65","348.000,00","0,63","Hongkong","Hong Kong Exchanges & Clearing Ltd","HKD"
"RECSI","REC SILICON","IT","Aktien","217.492,48","0,01","217.492,48","145.418,00","1,50","Norwegen","Oslo Bors Asa","NOK"
"INDI","INDIE SEMICONDUCTOR INC CLASS A","IT","Aktien","216.978,91","0,01","216.978,91","28.663,00","7,57","Vereinigte Staaten","NASDAQ","USD"
"1112","HEALTH & HAPPINESS (H&H) INTERNA","Nichtzyklische Konsumgüter","Aktien","216.830,13","0,01","216.830,13","127.022,00","1,71","Hongkong","Hong Kong Exchanges & Clearing Ltd","HKD"
"KURA","KURA ONCOLOGY INC","Gesundheitsversorgung","Aktien","216.296,18","0,01","216.296,18","22.207,00","9,74","Vereinigte Staaten","NASDAQ","USD"
"RTL US","NECESSITY RETAIL REIT INC CLASS A","Immobilien","Aktien","216.344,64","0,01","216.344,64","39.264,00","5,51","Vereinigte Staaten","NASDAQ","USD"
"KMP.UN","KILLAM APARTMENT REIT UNITS CLASS","Immobilien","Aktien","216.036,50","0,01","216.036,50","17.410,00","12,41","Kanada","Toronto Stock Exchange","CAD"
"CNI","CENTURIA CAPITAL STAPLED UNITS","Immobilien","Aktien","216.214,06","0,01","216.214,06","190.773,00","1,13","Australien","Asx - All Markets","AUD"
"AVPT","AVEPOINT INC CLASS A","IT","Aktien","215.763,10","0,01","215.763,10","49.715,00","4,34","Vereinigte Staaten","NASDAQ","USD"
"6619","W-SCOPE CORP","Materialien","Aktien","214.872,40","0,01","214.872,40","26.100,00","8,23","Japan","Tokyo Stock Exchange","JPY"
"NFBK","NORTHFIELD BANCORP INC","Financials","Aktien","214.568,64","0,01","214.568,64","20.592,00","10,42","Vereinigte Staaten","NASDAQ","USD"
"CDA","CODAN LTD","IT","Aktien","214.036,18","0,01","214.036,18","44.428,00","4,82","Australien","Asx - All Markets","AUD"
"ACMR","ACM RESEARCH CLASS A INC","IT","Aktien","213.759,70","0,01","213.759,70","22.862,00","9,35","Vereinigte Staaten","NASDAQ","USD"
"STBA","S & T BANCORP INC","Financials","Aktien","213.550,21","0,01","213.550,21","7.757,00","27,53","Vereinigte Staaten","NASDAQ","USD"
"6323","RORZE CORP","IT","Aktien","213.402,86","0,01","213.402,86","2.900,00","73,59","Japan","Tokyo Stock Exchange","JPY"
"TMST","TIMKENSTEEL CORP","Materialien","Aktien","212.916,06","0,01","212.916,06","12.719,00","16,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PAHC","PHIBRO ANIMAL HEALTH CORP CLASS A","Gesundheitsversorgung","Aktien","212.409,56","0,01","212.409,56","13.651,00","15,56","Vereinigte Staaten","NASDAQ","USD"
"DOMO","DOMO INC CLASS B","IT","Aktien","211.743,92","0,01","211.743,92","13.334,00","15,88","Vereinigte Staaten","NASDAQ","USD"
"FORTY","FORMULA SYSTEMS LTD","IT","Aktien","210.684,87","0,01","210.684,87","3.350,00","62,89","Israel","Tel Aviv Stock Exchange","ILS"
"CCBG","CAPITAL CITY BANK INC","Financials","Aktien","210.844,12","0,01","210.844,12","6.922,00","30,46","Vereinigte Staaten","NASDAQ","USD"
"YSN","SECUNET SECURITY AG","IT","Aktien","210.864,00","0,01","210.864,00","955,00","220,80","Deutschland","Xetra","EUR"
"CHCT","COMMUNITY HEALTHCARE TRUST INC","Immobilien","Aktien","210.445,20","0,01","210.445,20","5.880,00","35,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IF","BANCA IFIS","Financials","Aktien","210.456,07","0,01","210.456,07","12.525,00","16,80","Italien","Borsa Italiana","EUR"
"ANAB","ANAPTYSBIO INC","Gesundheitsversorgung","Aktien","210.573,48","0,01","210.573,48","10.114,00","20,82","Vereinigte Staaten","NASDAQ","USD"
"EIG","EMPLOYERS HOLDINGS INC","Financials","Aktien","210.064,54","0,01","210.064,54","5.306,00","39,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ACT","ENACT HOLDINGS INC","Financials","Aktien","210.235,26","0,01","210.235,26","8.709,00","24,14","Vereinigte Staaten","NASDAQ","USD"
"7222","NISSAN SHATAI LTD","Zyklische Konsumgüter ","Aktien","209.221,17","0,01","209.221,17","30.600,00","6,84","Japan","Tokyo Stock Exchange","JPY"
"PLCE","CHILDRENS PLACE INC","Zyklische Konsumgüter ","Aktien","208.932,36","0,01","208.932,36","7.049,00","29,64","Vereinigte Staaten","NASDAQ","USD"
"BRN","BRAINCHIP HOLDINGS LTD","IT","Aktien","208.981,45","0,01","208.981,45","780.818,00","0,27","Australien","Asx - All Markets","AUD"
"5726","OSAKA TITANIUM TECHNOLOGIES LTD","Materialien","Aktien","208.738,66","0,01","208.738,66","9.900,00","21,08","Japan","Tokyo Stock Exchange","JPY"
"9716","NOMURA LTD","Industrie","Aktien","208.282,60","0,01","208.282,60","30.300,00","6,87","Japan","Tokyo Stock Exchange","JPY"
"AR4","AURELIUS","Financials","Aktien","208.283,40","0,01","208.283,40","11.250,00","18,51","Deutschland","Xetra","EUR"
"ARE","AECON GROUP INC","Industrie","Aktien","207.794,35","0,01","207.794,35","22.244,00","9,34","Kanada","Toronto Stock Exchange","CAD"
"BOI","BOIRON SA","Gesundheitsversorgung","Aktien","207.870,06","0,01","207.870,06","4.719,00","44,05","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ST5","STEICO","Industrie","Aktien","207.557,08","0,01","207.557,08","4.164,00","49,85","Deutschland","Xetra","EUR"
"9511","OKINAWA ELECTRIC POWER INC","Versorger","Aktien","207.587,49","0,01","207.587,49","25.465,00","8,15","Japan","Tokyo Stock Exchange","JPY"
"OSUR","ORASURE TECHNOLOGIES INC","Gesundheitsversorgung","Aktien","207.447,60","0,01","207.447,60","30.507,00","6,80","Vereinigte Staaten","NASDAQ","USD"
"4996","KUMIAI CHEMICAL INDUSTRY LTD","Materialien","Aktien","207.111,23","0,01","207.111,23","31.300,00","6,62","Japan","Tokyo Stock Exchange","JPY"
"6376","NIKKISO LTD","Industrie","Aktien","206.731,54","0,01","206.731,54","29.600,00","6,98","Japan","Tokyo Stock Exchange","JPY"
"NOK","NOK CASH","Cash und/oder Derivate","Geldmarkt","206.366,24","0,01","206.366,24","2.206.282,00","9,35","Norwegen","-","NOK"
"CLFD","CLEARFIELD INC","IT","Aktien","206.344,32","0,01","206.344,32","4.724,00","43,68","Vereinigte Staaten","NASDAQ","USD"
"INBX","INHIBRX INC","Gesundheitsversorgung","Aktien","205.254,00","0,01","205.254,00","9.774,00","21,00","Vereinigte Staaten","NASDAQ","USD"
"ULCC","FRONTIER GROUP HOLDINGS INC","Industrie","Aktien","204.870,12","0,01","204.870,12","21.588,00","9,49","Vereinigte Staaten","NASDAQ","USD"
"1U1","1&1 AG","Kommunikation","Aktien","204.545,76","0,01","204.545,76","17.512,00","11,68","Deutschland","Xetra","EUR"
"AOSL","ALPHA & OMEGA SEMICONDUCTOR LTD","IT","Aktien","204.579,96","0,01","204.579,96","8.567,00","23,88","Vereinigte Staaten","NASDAQ","USD"
